date,region,state,cases,deaths
2020-11-04,Centro-Oeste,DF,214655.0,3719
2020-11-04,Centro-Oeste,GO,258241.0,5797
2020-11-04,Centro-Oeste,MS,83439.0,1622
2020-11-04,Centro-Oeste,MT,144258.0,3828
2020-11-04,Nordeste,AL,91142.0,2254
2020-11-04,Nordeste,BA,355753.0,7711
2020-11-04,Nordeste,CE,275671.0,9370
2020-11-04,Nordeste,MA,186572.0,4091
2020-11-04,Nordeste,PB,133958.0,3130
2020-11-04,Nordeste,PE,163642.0,8667
2020-11-04,Nordeste,PI,114530.0,2441
2020-11-04,Nordeste,RN,81876.0,2588
2020-11-04,Nordeste,SE,84709.0,2228
2020-11-04,Norte,AC,31218.0,696
2020-11-04,Norte,AM,163399.0,4588
2020-11-04,Norte,AP,52832.0,751
2020-11-04,Norte,PA,254384.0,6767
2020-11-04,Norte,RO,72295.0,1464
2020-11-04,Norte,RR,57789.0,693
2020-11-04,Norte,TO,75991.0,1105
2020-11-04,Sudeste,ES,158768.0,3884
2020-11-04,Sudeste,MG,362340.0,9069
2020-11-04,Sudeste,RJ,313089.0,20759
2020-11-04,Sudeste,SP,1123299.0,39549
2020-11-04,Sul,PR,216266.0,5269
2020-11-04,Sul,RS,253272.0,5903
2020-11-04,Sul,SC,266637.0,3163
2020-11-05,Centro-Oeste,DF,214955.0,3728
2020-11-05,Centro-Oeste,GO,259383.0,5851
2020-11-05,Centro-Oeste,MS,83616.0,1629
2020-11-05,Centro-Oeste,MT,144900.0,3841
2020-11-05,Nordeste,AL,91270.0,2258
2020-11-05,Nordeste,BA,359130.0,7731
2020-11-05,Nordeste,CE,276319.0,9386
2020-11-05,Nordeste,MA,186904.0,4101
2020-11-05,Nordeste,PB,134297.0,3138
2020-11-05,Nordeste,PE,164222.0,8687
2020-11-05,Nordeste,PI,115026.0,2450
2020-11-05,Nordeste,RN,82079.0,2594
2020-11-05,Nordeste,SE,84810.0,2231
2020-11-05,Norte,AC,31248.0,697
2020-11-05,Norte,AM,164070.0,4607
2020-11-05,Norte,AP,52832.0,751
2020-11-05,Norte,PA,255369.0,6773
2020-11-05,Norte,RO,72630.0,1470
2020-11-05,Norte,RR,58304.0,695
2020-11-05,Norte,TO,76175.0,1108
2020-11-05,Sudeste,ES,159813.0,3896
2020-11-05,Sudeste,MG,364541.0,9128
2020-11-05,Sudeste,RJ,313843.0,20849
2020-11-05,Sudeste,SP,1125936.0,39717
2020-11-05,Sul,PR,217175.0,5293
2020-11-05,Sul,RS,254828.0,5954
2020-11-05,Sul,SC,268644.0,3173
2020-11-06,Centro-Oeste,DF,215426.0,3733
2020-11-06,Centro-Oeste,GO,260507.0,5869
2020-11-06,Centro-Oeste,MS,84159.0,1634
2020-11-06,Centro-Oeste,MT,145568.0,3848
2020-11-06,Nordeste,AL,91407.0,2262
2020-11-06,Nordeste,BA,361136.0,7754
2020-11-06,Nordeste,CE,277252.0,9393
2020-11-06,Nordeste,MA,187294.0,4112
2020-11-06,Nordeste,PB,134837.0,3146
2020-11-06,Nordeste,PE,165273.0,8711
2020-11-06,Nordeste,PI,115825.0,2459
2020-11-06,Nordeste,RN,82208.0,2598
2020-11-06,Nordeste,SE,85053.0,2235
2020-11-06,Norte,AC,31326.0,697
2020-11-06,Norte,AM,164070.0,4607
2020-11-06,Norte,AP,52832.0,751
2020-11-06,Norte,PA,256139.0,6779
2020-11-06,Norte,RO,72827.0,1473
2020-11-06,Norte,RR,58684.0,695
2020-11-06,Norte,TO,76590.0,1109
2020-11-06,Sudeste,ES,160890.0,3910
2020-11-06,Sudeste,MG,366303.0,9199
2020-11-06,Sudeste,RJ,314809.0,20849
2020-11-06,Sudeste,SP,1125936.0,39717
2020-11-06,Sul,PR,218816.0,5330
2020-11-06,Sul,RS,257785.0,5973
2020-11-06,Sul,SC,270795.0,3195
2020-11-07,Centro-Oeste,DF,215850.0,3740
2020-11-07,Centro-Oeste,GO,261114.0,5874
2020-11-07,Centro-Oeste,MS,84720.0,1634
2020-11-07,Centro-Oeste,MT,145953.0,3858
2020-11-07,Nordeste,AL,91603.0,2266
2020-11-07,Nordeste,BA,362563.0,7776
2020-11-07,Nordeste,CE,277950.0,9391
2020-11-07,Nordeste,MA,187555.0,4119
2020-11-07,Nordeste,PB,135325.0,3150
2020-11-07,Nordeste,PE,165922.0,8724
2020-11-07,Nordeste,PI,116526.0,2464
2020-11-07,Nordeste,RN,82362.0,2598
2020-11-07,Nordeste,SE,85226.0,2239
2020-11-07,Norte,AC,31575.0,699
2020-11-07,Norte,AM,165394.0,4622
2020-11-07,Norte,AP,52832.0,751
2020-11-07,Norte,PA,256898.0,6784
2020-11-07,Norte,RO,73040.0,1474
2020-11-07,Norte,RR,59065.0,695
2020-11-07,Norte,TO,76739.0,1112
2020-11-07,Sudeste,ES,161208.0,3919
2020-11-07,Sudeste,MG,368609.0,9204
2020-11-07,Sudeste,RJ,315348.0,20905
2020-11-07,Sudeste,SP,1125936.0,39717
2020-11-07,Sul,PR,220408.0,5362
2020-11-07,Sul,RS,260188.0,5990
2020-11-07,Sul,SC,273652.0,3202
2020-11-08,Centro-Oeste,DF,216389.0,3752
2020-11-08,Centro-Oeste,GO,261433.0,5874
2020-11-08,Centro-Oeste,MS,84930.0,1634
2020-11-08,Centro-Oeste,MT,146100.0,3859
2020-11-08,Nordeste,AL,91718.0,2270
2020-11-08,Nordeste,BA,363146.0,7796
2020-11-08,Nordeste,CE,278157.0,9395
2020-11-08,Nordeste,MA,187652.0,4125
2020-11-08,Nordeste,PB,135517.0,3154
2020-11-08,Nordeste,PE,166333.0,8732
2020-11-08,Nordeste,PI,116742.0,2467
2020-11-08,Nordeste,RN,82559.0,2599
2020-11-08,Nordeste,SE,85377.0,2243
2020-11-08,Norte,AC,31707.0,699
2020-11-08,Norte,AM,165664.0,4625
2020-11-08,Norte,AP,53010.0,751
2020-11-08,Norte,PA,257170.0,6790
2020-11-08,Norte,RO,73311.0,1476
2020-11-08,Norte,RR,59189.0,695
2020-11-08,Norte,TO,76805.0,1114
2020-11-08,Sudeste,ES,162417.0,3926
2020-11-08,Sudeste,MG,369956.0,9204
2020-11-08,Sudeste,RJ,316170.0,20905
2020-11-08,Sudeste,SP,1125936.0,39717
2020-11-08,Sul,PR,221208.0,5392
2020-11-08,Sul,RS,260898.0,5992
2020-11-08,Sul,SC,274621.0,3211
2020-11-09,Centro-Oeste,DF,216861.0,3759
2020-11-09,Centro-Oeste,GO,262002.0,5874
2020-11-09,Centro-Oeste,MS,85126.0,1634
2020-11-09,Centro-Oeste,MT,146682.0,3867
2020-11-09,Nordeste,AL,91848.0,2274
2020-11-09,Nordeste,BA,363986.0,7818
2020-11-09,Nordeste,CE,278608.0,9404
2020-11-09,Nordeste,MA,187919.0,4130
2020-11-09,Nordeste,PB,135604.0,3160
2020-11-09,Nordeste,PE,166540.0,8740
2020-11-09,Nordeste,PI,117149.0,2470
2020-11-09,Nordeste,RN,82580.0,2601
2020-11-09,Nordeste,SE,85477.0,2244
2020-11-09,Norte,AC,31788.0,701
2020-11-09,Norte,AM,165969.0,4644
2020-11-09,Norte,AP,53330.0,764
2020-11-09,Norte,PA,257372.0,6795
2020-11-09,Norte,RO,73490.0,1478
2020-11-09,Norte,RR,59195.0,695
2020-11-09,Norte,TO,76860.0,1114
2020-11-09,Sudeste,ES,163002.0,3938
2020-11-09,Sudeste,MG,370991.0,9204
2020-11-09,Sudeste,RJ,316575.0,20905
2020-11-09,Sudeste,SP,1125936.0,39717
2020-11-09,Sul,PR,222831.0,5470
2020-11-09,Sul,RS,261656.0,5997
2020-11-09,Sul,SC,275655.0,3231
2020-11-10,Centro-Oeste,DF,217370.0,3775
2020-11-10,Centro-Oeste,GO,263444.0,5874
2020-11-10,Centro-Oeste,MS,85507.0,1640
2020-11-10,Centro-Oeste,MT,147265.0,3877
2020-11-10,Nordeste,AL,91939.0,2278
2020-11-10,Nordeste,BA,365941.0,7838
2020-11-10,Nordeste,CE,279322.0,9416
2020-11-10,Nordeste,MA,188313.0,4138
2020-11-10,Nordeste,PB,136029.0,3166
2020-11-10,Nordeste,PE,167233.0,8763
2020-11-10,Nordeste,PI,117732.0,2482
2020-11-10,Nordeste,RN,82861.0,2607
2020-11-10,Nordeste,SE,85574.0,2246
2020-11-10,Norte,AC,31926.0,704
2020-11-10,Norte,AM,166771.0,4650
2020-11-10,Norte,AP,53574.0,766
2020-11-10,Norte,PA,258311.0,6799
2020-11-10,Norte,RO,73688.0,1482
2020-11-10,Norte,RR,59273.0,695
2020-11-10,Norte,TO,77095.0,1115
2020-11-10,Sudeste,ES,164518.0,3951
2020-11-10,Sudeste,MG,372482.0,9204
2020-11-10,Sudeste,RJ,318953.0,20905
2020-11-10,Sudeste,SP,1125936.0,39717
2020-11-10,Sul,PR,223870.0,5497
2020-11-10,Sul,RS,264576.0,6001
2020-11-10,Sul,SC,280541.0,3243
2020-11-11,Centro-Oeste,DF,217793.0,3788
2020-11-11,Centro-Oeste,GO,264887.0,5900
2020-11-11,Centro-Oeste,MS,85990.0,1645
2020-11-11,Centro-Oeste,MT,147870.0,3888
2020-11-11,Nordeste,AL,92040.0,2282
2020-11-11,Nordeste,BA,367669.0,7859
2020-11-11,Nordeste,CE,279989.0,9418
2020-11-11,Nordeste,MA,188677.0,4146
2020-11-11,Nordeste,PB,136637.0,3178
2020-11-11,Nordeste,PE,168093.0,8773
2020-11-11,Nordeste,PI,118349.0,2486
2020-11-11,Nordeste,RN,82953.0,2610
2020-11-11,Nordeste,SE,85643.0,2247
2020-11-11,Norte,AC,32113.0,705
2020-11-11,Norte,AM,167486.0,4655
2020-11-11,Norte,AP,53790.0,770
2020-11-11,Norte,PA,259189.0,6802
2020-11-11,Norte,RO,73990.0,1486
2020-11-11,Norte,RR,59586.0,701
2020-11-11,Norte,TO,77306.0,1120
2020-11-11,Sudeste,ES,165578.0,3968
2020-11-11,Sudeste,MG,374651.0,9204
2020-11-11,Sudeste,RJ,320598.0,20970
2020-11-11,Sudeste,SP,1150872.0,39907
2020-11-11,Sul,PR,225624.0,5563
2020-11-11,Sul,RS,267750.0,6034
2020-11-11,Sul,SC,283252.0,3268
2020-11-12,Centro-Oeste,DF,218479.0,3797
2020-11-12,Centro-Oeste,GO,266499.0,5936
2020-11-12,Centro-Oeste,MS,86428.0,1674
2020-11-12,Centro-Oeste,MT,150620.0,3971
2020-11-12,Nordeste,AL,92166.0,2285
2020-11-12,Nordeste,BA,369259.0,7882
2020-11-12,Nordeste,CE,282471.0,9430
2020-11-12,Nordeste,MA,189048.0,4154
2020-11-12,Nordeste,PB,137474.0,3187
2020-11-12,Nordeste,PE,168880.0,8794
2020-11-12,Nordeste,PI,118939.0,2499
2020-11-12,Nordeste,RN,83108.0,2613
2020-11-12,Nordeste,SE,85804.0,2250
2020-11-12,Norte,AC,32515.0,707
2020-11-12,Norte,AM,167486.0,4655
2020-11-12,Norte,AP,54056.0,771
2020-11-12,Norte,PA,260058.0,6806
2020-11-12,Norte,RO,74248.0,1492
2020-11-12,Norte,RR,59946.0,705
2020-11-12,Norte,TO,77528.0,1125
2020-11-12,Sudeste,ES,166853.0,3980
2020-11-12,Sudeste,MG,376537.0,9259
2020-11-12,Sudeste,RJ,322383.0,21090
2020-11-12,Sudeste,SP,1156652.0,40202
2020-11-12,Sul,PR,227823.0,5610
2020-11-12,Sul,RS,271340.0,6125
2020-11-12,Sul,SC,284982.0,3282
2020-11-13,Centro-Oeste,DF,219012.0,3808
2020-11-13,Centro-Oeste,GO,266752.0,5936
2020-11-13,Centro-Oeste,MS,87081.0,1683
2020-11-13,Centro-Oeste,MT,151119.0,3981
2020-11-13,Nordeste,AL,92328.0,2288
2020-11-13,Nordeste,BA,371378.0,7902
2020-11-13,Nordeste,CE,282791.0,9432
2020-11-13,Nordeste,MA,189321.0,4162
2020-11-13,Nordeste,PB,137942.0,3193
2020-11-13,Nordeste,PE,169710.0,8805
2020-11-13,Nordeste,PI,119456.0,2516
2020-11-13,Nordeste,RN,83277.0,2638
2020-11-13,Nordeste,SE,85893.0,2254
2020-11-13,Norte,AC,32661.0,707
2020-11-13,Norte,AM,168596.0,4683
2020-11-13,Norte,AP,54417.0,774
2020-11-13,Norte,PA,261131.0,6808
2020-11-13,Norte,RO,74598.0,1497
2020-11-13,Norte,RR,60156.0,705
2020-11-13,Norte,TO,77788.0,1128
2020-11-13,Sudeste,ES,168162.0,3992
2020-11-13,Sudeste,MG,379274.0,9405
2020-11-13,Sudeste,RJ,323006.0,21162
2020-11-13,Sudeste,SP,1162782.0,40202
2020-11-13,Sul,PR,227823.0,5610
2020-11-13,Sul,RS,274411.0,6168
2020-11-13,Sul,SC,289787.0,3298
2020-11-14,Centro-Oeste,DF,219712.0,3813
2020-11-14,Centro-Oeste,GO,267377.0,6030
2020-11-14,Centro-Oeste,MS,87602.0,1688
2020-11-14,Centro-Oeste,MT,151354.0,3985
2020-11-14,Nordeste,AL,92480.0,2291
2020-11-14,Nordeste,BA,372727.0,7922
2020-11-14,Nordeste,CE,284208.0,9439
2020-11-14,Nordeste,MA,189501.0,4171
2020-11-14,Nordeste,PB,138464.0,3199
2020-11-14,Nordeste,PE,170553.0,8815
2020-11-14,Nordeste,PI,119940.0,2523
2020-11-14,Nordeste,RN,83401.0,2640
2020-11-14,Nordeste,SE,85980.0,2257
2020-11-14,Norte,AC,32991.0,708
2020-11-14,Norte,AM,169165.0,4693
2020-11-14,Norte,AP,54838.0,777
2020-11-14,Norte,PA,261534.0,6817
2020-11-14,Norte,RO,74981.0,1501
2020-11-14,Norte,RR,60416.0,706
2020-11-14,Norte,TO,77972.0,1133
2020-11-14,Sudeste,ES,168751.0,3998
2020-11-14,Sudeste,MG,381310.0,9504
2020-11-14,Sudeste,RJ,326645.0,21284
2020-11-14,Sudeste,SP,1167422.0,40549
2020-11-14,Sul,PR,238314.0,5691
2020-11-14,Sul,RS,277519.0,6215
2020-11-14,Sul,SC,293802.0,3309
2020-11-15,Centro-Oeste,DF,219992.0,3817
2020-11-15,Centro-Oeste,GO,267603.0,6034
2020-11-15,Centro-Oeste,MS,87935.0,1690
2020-11-15,Centro-Oeste,MT,151582.0,3986
2020-11-15,Nordeste,AL,92596.0,2295
2020-11-15,Nordeste,BA,374009.0,7943
2020-11-15,Nordeste,CE,285301.0,9439
2020-11-15,Nordeste,MA,189590.0,4178
2020-11-15,Nordeste,PB,138546.0,3204
2020-11-15,Nordeste,PE,170860.0,8827
2020-11-15,Nordeste,PI,120172.0,2524
2020-11-15,Nordeste,RN,83646.0,2641
2020-11-15,Nordeste,SE,86045.0,2259
2020-11-15,Norte,AC,33156.0,708
2020-11-15,Norte,AM,169333.0,4697
2020-11-15,Norte,AP,54979.0,777
2020-11-15,Norte,PA,261788.0,6827
2020-11-15,Norte,RO,75182.0,1501
2020-11-15,Norte,RR,60535.0,706
2020-11-15,Norte,TO,78077.0,1137
2020-11-15,Sudeste,ES,169928.0,4009
2020-11-15,Sudeste,MG,382882.0,9507
2020-11-15,Sudeste,RJ,326956.0,21294
2020-11-15,Sudeste,SP,1168640.0,40564
2020-11-15,Sul,PR,239107.0,5697
2020-11-15,Sul,RS,278707.0,6219
2020-11-15,Sul,SC,295946.0,3318
2020-11-16,Centro-Oeste,DF,220403.0,3825
2020-11-16,Centro-Oeste,GO,268258.0,6037
2020-11-16,Centro-Oeste,MS,88111.0,1693
2020-11-16,Centro-Oeste,MT,152068.0,3998
2020-11-16,Nordeste,AL,92642.0,2298
2020-11-16,Nordeste,BA,374721.0,7967
2020-11-16,Nordeste,CE,286562.0,9440
2020-11-16,Nordeste,MA,189705.0,4187
2020-11-16,Nordeste,PB,139168.0,3211
2020-11-16,Nordeste,PE,171216.0,8838
2020-11-16,Nordeste,PI,120266.0,2530
2020-11-16,Nordeste,RN,83653.0,2643
2020-11-16,Nordeste,SE,86146.0,2260
2020-11-16,Norte,AC,33295.0,708
2020-11-16,Norte,AM,169552.0,4700
2020-11-16,Norte,AP,55156.0,780
2020-11-16,Norte,PA,261899.0,6832
2020-11-16,Norte,RO,75468.0,1503
2020-11-16,Norte,RR,60579.0,706
2020-11-16,Norte,TO,78169.0,1137
2020-11-16,Sudeste,ES,171067.0,4026
2020-11-16,Sudeste,MG,383473.0,9517
2020-11-16,Sudeste,RJ,327455.0,21301
2020-11-16,Sudeste,SP,1169377.0,40576
2020-11-16,Sul,PR,240783.0,5728
2020-11-16,Sul,RS,279872.0,6243
2020-11-16,Sul,SC,297400.0,3330
2020-11-17,Centro-Oeste,DF,221031.0,3837
2020-11-17,Centro-Oeste,GO,269217.0,6071
2020-11-17,Centro-Oeste,MS,88965.0,1697
2020-11-17,Centro-Oeste,MT,152674.0,4001
2020-11-17,Nordeste,AL,92815.0,2301
2020-11-17,Nordeste,BA,375374.0,7989
2020-11-17,Nordeste,CE,287242.0,9448
2020-11-17,Nordeste,MA,189936.0,4195
2020-11-17,Nordeste,PB,139776.0,3216
2020-11-17,Nordeste,PE,171890.0,8854
2020-11-17,Nordeste,PI,120466.0,2541
2020-11-17,Nordeste,RN,84154.0,2643
2020-11-17,Nordeste,SE,86273.0,2263
2020-11-17,Norte,AC,33475.0,709
2020-11-17,Norte,AM,170458.0,4723
2020-11-17,Norte,AP,55382.0,782
2020-11-17,Norte,PA,262345.0,6838
2020-11-17,Norte,RO,75652.0,1508
2020-11-17,Norte,RR,60790.0,709
2020-11-17,Norte,TO,78364.0,1141
2020-11-17,Sudeste,ES,172924.0,4037
2020-11-17,Sudeste,MG,385427.0,9531
2020-11-17,Sudeste,RJ,330009.0,21474
2020-11-17,Sudeste,SP,1178075.0,40749
2020-11-17,Sul,PR,243115.0,5758
2020-11-17,Sul,RS,283351.0,6314
2020-11-17,Sul,SC,302578.0,3370
2020-11-18,Centro-Oeste,DF,221526.0,3845
2020-11-18,Centro-Oeste,GO,269857.0,6107
2020-11-18,Centro-Oeste,MS,89654.0,1699
2020-11-18,Centro-Oeste,MT,152968.0,4009
2020-11-18,Nordeste,AL,92951.0,2304
2020-11-18,Nordeste,BA,377445.0,8013
2020-11-18,Nordeste,CE,288122.0,9461
2020-11-18,Nordeste,MA,190321.0,4203
2020-11-18,Nordeste,PB,140355.0,3223
2020-11-18,Nordeste,PE,172716.0,8873
2020-11-18,Nordeste,PI,120913.0,2554
2020-11-18,Nordeste,RN,84381.0,2649
2020-11-18,Nordeste,SE,86361.0,2266
2020-11-18,Norte,AC,33725.0,709
2020-11-18,Norte,AM,171161.0,4728
2020-11-18,Norte,AP,55652.0,783
2020-11-18,Norte,PA,263155.0,6844
2020-11-18,Norte,RO,76019.0,1511
2020-11-18,Norte,RR,61001.0,709
2020-11-18,Norte,TO,78618.0,1144
2020-11-18,Sudeste,ES,174144.0,4058
2020-11-18,Sudeste,MG,387751.0,9605
2020-11-18,Sudeste,RJ,332396.0,21698
2020-11-18,Sudeste,SP,1184496.0,40927
2020-11-18,Sul,PR,246169.0,5793
2020-11-18,Sul,RS,287204.0,6356
2020-11-18,Sul,SC,306788.0,3384
2020-11-19,Centro-Oeste,DF,222282.0,3852
2020-11-19,Centro-Oeste,GO,271258.0,6159
2020-11-19,Centro-Oeste,MS,90229.0,1705
2020-11-19,Centro-Oeste,MT,153554.0,4016
2020-11-19,Nordeste,AL,93123.0,2308
2020-11-19,Nordeste,BA,380294.0,8038
2020-11-19,Nordeste,CE,289314.0,9467
2020-11-19,Nordeste,MA,190641.0,4210
2020-11-19,Nordeste,PB,140982.0,3232
2020-11-19,Nordeste,PE,173624.0,8890
2020-11-19,Nordeste,PI,121428.0,2556
2020-11-19,Nordeste,RN,84530.0,2651
2020-11-19,Nordeste,SE,86612.0,2270
2020-11-19,Norte,AC,33976.0,710
2020-11-19,Norte,AM,172118.0,4741
2020-11-19,Norte,AP,55885.0,785
2020-11-19,Norte,PA,263935.0,6851
2020-11-19,Norte,RO,76377.0,1513
2020-11-19,Norte,RR,61245.0,711
2020-11-19,Norte,TO,78878.0,1146
2020-11-19,Sudeste,ES,175172.0,4080
2020-11-19,Sudeste,MG,390337.0,9648
2020-11-19,Sudeste,RJ,334514.0,21806
2020-11-19,Sudeste,SP,1191290.0,41074
2020-11-19,Sul,PR,248853.0,5827
2020-11-19,Sul,RS,289923.0,6410
2020-11-19,Sul,SC,311393.0,3405
2020-11-20,Centro-Oeste,DF,222836.0,3857
2020-11-20,Centro-Oeste,GO,272494.0,6201
2020-11-20,Centro-Oeste,MS,90765.0,1713
2020-11-20,Centro-Oeste,MT,153800.0,4025
2020-11-20,Nordeste,AL,93245.0,2311
2020-11-20,Nordeste,BA,382164.0,8061
2020-11-20,Nordeste,CE,289925.0,9477
2020-11-20,Nordeste,MA,190953.0,4218
2020-11-20,Nordeste,PB,141615.0,3236
2020-11-20,Nordeste,PE,174312.0,8899
2020-11-20,Nordeste,PI,122007.0,2568
2020-11-20,Nordeste,RN,84865.0,2657
2020-11-20,Nordeste,SE,86847.0,2274
2020-11-20,Norte,AC,34246.0,711
2020-11-20,Norte,AM,172858.0,4761
2020-11-20,Norte,AP,56085.0,787
2020-11-20,Norte,PA,264810.0,6855
2020-11-20,Norte,RO,76729.0,1515
2020-11-20,Norte,RR,61553.0,720
2020-11-20,Norte,TO,79158.0,1147
2020-11-20,Sudeste,ES,176903.0,4101
2020-11-20,Sudeste,MG,393110.0,9688
2020-11-20,Sudeste,RJ,336915.0,21938
2020-11-20,Sudeste,SP,1200348.0,41179
2020-11-20,Sul,PR,250898.0,5832
2020-11-20,Sul,RS,293221.0,6447
2020-11-20,Sul,SC,317502.0,3435
2020-11-21,Centro-Oeste,DF,223378.0,3862
2020-11-21,Centro-Oeste,GO,273066.0,6224
2020-11-21,Centro-Oeste,MS,91682.0,1718
2020-11-21,Centro-Oeste,MT,154042.0,4026
2020-11-21,Nordeste,AL,93359.0,2314
2020-11-21,Nordeste,BA,383945.0,8081
2020-11-21,Nordeste,CE,290959.0,9487
2020-11-21,Nordeste,MA,191127.0,4224
2020-11-21,Nordeste,PB,142265.0,3244
2020-11-21,Nordeste,PE,175258.0,8920
2020-11-21,Nordeste,PI,122518.0,2574
2020-11-21,Nordeste,RN,85778.0,2658
2020-11-21,Nordeste,SE,87089.0,2274
2020-11-21,Norte,AC,34435.0,713
2020-11-21,Norte,AM,173346.0,4771
2020-11-21,Norte,AP,56236.0,789
2020-11-21,Norte,PA,265562.0,6861
2020-11-21,Norte,RO,77064.0,1516
2020-11-21,Norte,RR,61744.0,720
2020-11-21,Norte,TO,79420.0,1148
2020-11-21,Sudeste,ES,177486.0,4114
2020-11-21,Sudeste,MG,395534.0,9732
2020-11-21,Sudeste,RJ,337277.0,21971
2020-11-21,Sudeste,SP,1205435.0,41256
2020-11-21,Sul,PR,254487.0,5846
2020-11-21,Sul,RS,296904.0,6487
2020-11-21,Sul,SC,323390.0,3459
2020-11-22,Centro-Oeste,DF,223658.0,3867
2020-11-22,Centro-Oeste,GO,273280.0,6244
2020-11-22,Centro-Oeste,MS,92467.0,1722
2020-11-22,Centro-Oeste,MT,154126.0,4033
2020-11-22,Nordeste,AL,93440.0,2317
2020-11-22,Nordeste,BA,384903.0,8102
2020-11-22,Nordeste,CE,291617.0,9485
2020-11-22,Nordeste,MA,191204.0,4232
2020-11-22,Nordeste,PB,142457.0,3248
2020-11-22,Nordeste,PE,175730.0,8923
2020-11-22,Nordeste,PI,122744.0,2579
2020-11-22,Nordeste,RN,86602.0,2660
2020-11-22,Nordeste,SE,87248.0,2275
2020-11-22,Norte,AC,34626.0,713
2020-11-22,Norte,AM,173477.0,4779
2020-11-22,Norte,AP,56548.0,789
2020-11-22,Norte,PA,266008.0,6865
2020-11-22,Norte,RO,77348.0,1518
2020-11-22,Norte,RR,61838.0,720
2020-11-22,Norte,TO,79514.0,1148
2020-11-22,Sudeste,ES,178109.0,4128
2020-11-22,Sudeste,MG,396933.0,9777
2020-11-22,Sudeste,RJ,338203.0,21974
2020-11-22,Sudeste,SP,1209588.0,41267
2020-11-22,Sul,PR,255698.0,5853
2020-11-22,Sul,RS,297827.0,6494
2020-11-22,Sul,SC,326208.0,3471
2020-11-23,Centro-Oeste,DF,224517.0,3882
2020-11-23,Centro-Oeste,GO,273771.0,6246
2020-11-23,Centro-Oeste,MS,92970.0,1727
2020-11-23,Centro-Oeste,MT,154652.0,4041
2020-11-23,Nordeste,AL,93569.0,2321
2020-11-23,Nordeste,BA,386321.0,8123
2020-11-23,Nordeste,CE,292663.0,9492
2020-11-23,Nordeste,MA,191366.0,4241
2020-11-23,Nordeste,PB,142588.0,3256
2020-11-23,Nordeste,PE,176158.0,8926
2020-11-23,Nordeste,PI,122929.0,2584
2020-11-23,Nordeste,RN,86768.0,2660
2020-11-23,Nordeste,SE,87477.0,2279
2020-11-23,Norte,AC,34849.0,714
2020-11-23,Norte,AM,173780.0,4797
2020-11-23,Norte,AP,56922.0,792
2020-11-23,Norte,PA,266273.0,6871
2020-11-23,Norte,RO,77615.0,1522
2020-11-23,Norte,RR,62015.0,720
2020-11-23,Norte,TO,79612.0,1148
2020-11-23,Sudeste,ES,179397.0,4148
2020-11-23,Sudeste,MG,398014.0,9794
2020-11-23,Sudeste,RJ,338688.0,22028
2020-11-23,Sudeste,SP,1210625.0,41276
2020-11-23,Sul,PR,257438.0,5879
2020-11-23,Sul,RS,298670.0,6524
2020-11-23,Sul,SC,327961.0,3494
2020-11-24,Centro-Oeste,DF,225013.0,3898
2020-11-24,Centro-Oeste,GO,274560.0,6263
2020-11-24,Centro-Oeste,MS,93747.0,1738
2020-11-24,Centro-Oeste,MT,155373.0,4051
2020-11-24,Nordeste,AL,93708.0,2324
2020-11-24,Nordeste,BA,387786.0,8143
2020-11-24,Nordeste,CE,292663.0,9492
2020-11-24,Nordeste,MA,191721.0,4248
2020-11-24,Nordeste,PB,142898.0,3261
2020-11-24,Nordeste,PE,176939.0,8951
2020-11-24,Nordeste,PI,123378.0,2591
2020-11-24,Nordeste,RN,86974.0,2664
2020-11-24,Nordeste,SE,87800.0,2283
2020-11-24,Norte,AC,35053.0,715
2020-11-24,Norte,AM,174579.0,4818
2020-11-24,Norte,AP,57343.0,795
2020-11-24,Norte,PA,266780.0,6875
2020-11-24,Norte,RO,78189.0,1529
2020-11-24,Norte,RR,62139.0,721
2020-11-24,Norte,TO,79894.0,1151
2020-11-24,Sudeste,ES,181098.0,4171
2020-11-24,Sudeste,MG,399536.0,9804
2020-11-24,Sudeste,RJ,340833.0,22141
2020-11-24,Sudeste,SP,1215844.0,41455
2020-11-24,Sul,PR,261018.0,5930
2020-11-24,Sul,RS,301766.0,6573
2020-11-24,Sul,SC,332076.0,3530
2020-11-25,Centro-Oeste,DF,225873.0,3906
2020-11-25,Centro-Oeste,GO,275794.0,6288
2020-11-25,Centro-Oeste,MS,94652.0,1742
2020-11-25,Centro-Oeste,MT,156128.0,4055
2020-11-25,Nordeste,AL,93915.0,2326
2020-11-25,Nordeste,BA,390909.0,8165
2020-11-25,Nordeste,CE,295073.0,9530
2020-11-25,Nordeste,MA,192129.0,4256
2020-11-25,Nordeste,PB,143615.0,3268
2020-11-25,Nordeste,PE,178086.0,8971
2020-11-25,Nordeste,PI,124076.0,2596
2020-11-25,Nordeste,RN,88064.0,2665
2020-11-25,Nordeste,SE,88100.0,2288
2020-11-25,Norte,AC,35188.0,721
2020-11-25,Norte,AM,175298.0,4826
2020-11-25,Norte,AP,57698.0,799
2020-11-25,Norte,PA,267700.0,6880
2020-11-25,Norte,RO,78470.0,1534
2020-11-25,Norte,RR,62414.0,722
2020-11-25,Norte,TO,80218.0,1153
2020-11-25,Sudeste,ES,182743.0,4185
2020-11-25,Sudeste,MG,403542.0,9858
2020-11-25,Sudeste,RJ,343995.0,22256
